PanGemGeneID,QueryGeneID
CPAR2_404500,XP_036667808
CPAR2_404510,XP_036667809
CPAR2_404520,XP_036667810
CPAR2_404530,XP_036667811
CPAR2_404540,XP_036667812
CPAR2_404550,XP_036667813
CPAR2_404560,XP_036667814
CPAR2_404570,XP_036667815
CPAR2_404580,XP_036667816
CPAR2_404590,XP_036667817
CPAR2_404600,XP_036667818
CPAR2_404610,XP_036667819
CPAR2_404620,XP_036667820
CPAR2_404630,XP_036667821
CPAR2_404640,XP_036667822
CPAR2_404650,XP_036667823
CPAR2_404660,XP_036667824
CPAR2_404670,XP_036667825
CPAR2_404680,XP_036667826
CPAR2_404690,XP_036667827
CPAR2_404700,XP_036667828
CPAR2_404710,XP_036667829
CPAR2_404720,XP_036667830
CPAR2_404730,XP_036667831
CPAR2_404740,XP_036667832
CPAR2_404750,XP_036667833
CPAR2_404760,XP_036667834
CPAR2_404770,XP_036667835
CPAR2_404780,XP_036667836
CPAR2_404790,XP_036667837
CPAR2_404800,XP_036667838
CPAR2_404810,XP_036667839
CPAR2_404820,XP_036667840
CPAR2_404830,XP_036667841
CPAR2_404840,XP_036667842
CPAR2_404850,XP_036667843
CPAR2_404860,XP_036667844
CPAR2_404870,XP_036667845
CPAR2_404880,XP_036667846
CPAR2_404890,XP_036667847
CPAR2_404900,XP_036667848
CPAR2_404910,XP_036667849
CPAR2_404920,XP_036667850
CPAR2_404930,XP_036667851
CPAR2_404940,XP_036667852
CPAR2_404950,XP_036667853
CPAR2_404960,XP_036667854
CPAR2_404970,XP_036667855
CPAR2_404980,XP_036667856
CPAR2_404990,XP_036667857
CPAR2_405000,XP_036667858
CPAR2_405010,XP_036667859
CPAR2_405020,XP_036667860
CPAR2_405030,XP_036667861
CPAR2_405040,XP_036667862
CPAR2_405050,XP_036667863
CPAR2_405060,XP_036667864
CPAR2_405070,XP_036667865
CPAR2_405080,XP_036667866
CPAR2_405090,XP_036667867
CPAR2_405100,XP_036667868
CPAR2_405110,XP_036667869
CPAR2_405120,XP_036667870
CPAR2_405130,XP_036667871
CPAR2_405140,XP_036667872
CPAR2_405150,XP_036667873
CPAR2_405160,XP_036667874
CPAR2_405170,XP_036667875
CPAR2_405180,XP_036667876
CPAR2_405190,XP_036667877
CPAR2_405200,XP_036667878
CPAR2_405210,XP_036667879
CPAR2_405220,XP_036667880
CPAR2_405230,XP_036667881
CPAR2_405240,XP_036667882
CPAR2_405250,XP_036667883
CPAR2_405260,XP_036667884
CPAR2_405270,XP_036667885
CPAR2_405280,XP_036667886
CPAR2_405290,XP_036667887
CPAR2_405300,XP_036667888
CPAR2_405310,XP_036667889
CPAR2_405320,XP_036667890
CPAR2_405330,XP_036667891
CPAR2_405340,XP_036667892
CPAR2_405350,XP_036667893
CPAR2_405360,XP_036667894
CPAR2_405370,XP_036667895
CPAR2_405380,XP_036667896
CPAR2_405390,XP_036667897
CPAR2_405400,XP_036667898
CPAR2_405410,XP_036667899
CPAR2_405420,XP_036667900
CPAR2_405430,XP_036667901
CPAR2_405440,XP_036667902
CPAR2_405450,XP_036667903
CPAR2_405460,XP_036667904
CPAR2_405470,XP_036667905
CPAR2_405480,XP_036667906
CPAR2_405490,XP_036667907
CPAR2_405500,XP_036667908
CPAR2_405510,XP_036667909
CPAR2_405520,XP_036667910
CPAR2_405530,XP_036667911
CPAR2_405540,XP_036667912
CPAR2_405550,XP_036667913
CPAR2_405560,XP_036667914
CPAR2_405570,XP_036667915
CPAR2_405580,XP_036667916
CPAR2_405590,XP_036667917
CPAR2_405600,XP_036667918
CPAR2_405610,XP_036667919
CPAR2_405620,XP_036667920
CPAR2_405630,XP_036667921
CPAR2_405640,XP_036667922
CPAR2_405650,XP_036667923
CPAR2_405660,XP_036667924
CPAR2_405670,XP_036667925
CPAR2_405680,XP_036667926
CPAR2_405690,XP_036667927
CPAR2_405695,XP_036667928
CPAR2_405700,XP_036667929
CPAR2_405710,XP_036667930
CPAR2_405720,XP_036667931
CPAR2_405730,XP_036667932
CPAR2_405740,XP_036667933
CPAR2_405750,XP_036667934
CPAR2_405760,XP_036667935
CPAR2_405770,XP_036667936
CPAR2_405780,XP_036667937
CPAR2_405790,XP_036667938
CPAR2_405800,XP_036667939
CPAR2_405810,XP_036667940
CPAR2_405820,XP_036667941
CPAR2_405830,XP_036667942
CPAR2_405840,XP_036667943
CPAR2_405850,XP_036667944
CPAR2_405870,XP_036667945
CPAR2_405880,XP_036667946
CPAR2_405890,XP_036667947
CPAR2_405900,XP_036667948
CPAR2_405910,XP_036667949
CPAR2_405920,XP_036667950
CPAR2_405930,XP_036667951
CPAR2_405940,XP_036667952
CPAR2_405950,XP_036667953
CPAR2_405960,XP_036667954
CPAR2_405970,XP_036667955
CPAR2_405980,XP_036667956
CPAR2_405990,XP_036667957
CPAR2_406000,XP_036667958
CPAR2_406010,XP_036667959
CPAR2_406020,XP_036667960
CPAR2_406030,XP_036667961
CPAR2_406040,XP_036667962
CPAR2_406050,XP_036667963
CPAR2_406060,XP_036667964
CPAR2_406070,XP_036667965
CPAR2_406080,XP_036667966
CPAR2_406090,XP_036667967
CPAR2_406100,XP_036667968
CPAR2_406110,XP_036667969
CPAR2_406120,XP_036667970
CPAR2_406130,XP_036667971
CPAR2_406140,XP_036667972
CPAR2_406150,XP_036667973
CPAR2_406160,XP_036667974
CPAR2_406170,XP_036667975
CPAR2_406180,XP_036667976
CPAR2_406190,XP_036667977
CPAR2_406200,XP_036667978
CPAR2_406210,XP_036667979
CPAR2_406220,XP_036667980
CPAR2_406230,XP_036667981
CPAR2_406240,XP_036667982
CPAR2_406250,XP_036667983
CPAR2_406260,XP_036667984
CPAR2_406270,XP_036667985
CPAR2_406280,XP_036667986
CPAR2_406290,XP_036667987
CPAR2_406300,XP_036667988
CPAR2_406310,XP_036667989
CPAR2_406320,XP_036667990
CPAR2_406330,XP_036667991
CPAR2_406340,XP_036667992
CPAR2_406350,XP_036667993
CPAR2_406360,XP_036667994
CPAR2_406370,XP_036667995
CPAR2_406380,XP_036667996
CPAR2_406390,XP_036667997
CPAR2_406400,XP_036667998
CPAR2_406410,XP_036667999
CPAR2_406420,XP_036668000
CPAR2_406430,XP_036668001
CPAR2_406440,XP_036668002
CPAR2_406450,XP_036668003
CPAR2_406460,XP_036668004
CPAR2_406470,XP_036668005
CPAR2_406480,XP_036668006
CPAR2_406490,XP_036668007
CPAR2_406500,XP_036668008
CPAR2_406510,XP_036668009
CPAR2_406520,XP_036668010
CPAR2_406530,XP_036668011
CPAR2_406540,XP_036668012
CPAR2_406550,XP_036668013
CPAR2_406560,XP_036668014
CPAR2_406570,XP_036668015
CPAR2_406580,XP_036668016
CPAR2_406590,XP_036668017
CPAR2_406600,XP_036668018
CPAR2_406610,XP_036668019
CPAR2_406620,XP_036668020
CPAR2_406630,XP_036668021
CPAR2_406640,XP_036668022
CPAR2_406650,XP_036668023
CPAR2_406660,XP_036668024
CPAR2_406670,XP_036668025
CPAR2_406680,XP_036668026
CPAR2_406690,XP_036668027
CPAR2_406700,XP_036668028
CPAR2_406710,XP_036668029
CPAR2_406720,XP_036668030
CPAR2_406730,XP_036668031
CPAR2_406740,XP_036668032
CPAR2_406750,XP_036668033
CPAR2_406760,XP_036668034
CPAR2_406770,XP_036668035
CPAR2_406780,XP_036668036
CPAR2_406790,XP_036668037
CPAR2_406800,XP_036668038
CPAR2_406810,XP_036668039
CPAR2_406820,XP_036668040
CPAR2_406830,XP_036668041
CPAR2_406840,XP_036668042
CPAR2_406850,XP_036668043
CPAR2_406860,XP_036668044
CPAR2_406870,XP_036668045
CPAR2_406880,XP_036668046
CPAR2_406890,XP_036668047
CPAR2_406900,XP_036668048
CPAR2_406905,XP_036668049
CPAR2_406910,XP_036668050
CPAR2_406920,XP_036668051
CPAR2_406930,XP_036668052
CPAR2_406940,XP_036668053
CPAR2_406950,XP_036668054
CPAR2_406960,XP_036668055
CPAR2_406970,XP_036668056
CPAR2_406980,XP_036668057
CPAR2_406990,XP_036668058
CPAR2_407000,XP_036668059
CPAR2_407010,XP_036668060
CPAR2_407020,XP_036668061
CPAR2_407030,XP_036668062
CPAR2_407040,XP_036668063
CPAR2_407050,XP_036668064
CPAR2_407060,XP_036668065
CPAR2_407070,XP_036668066
CPAR2_407080,XP_036668067
CPAR2_407090,XP_036668068
CPAR2_407100,XP_036668069
CPAR2_407110,XP_036668070
CPAR2_407120,XP_036668071
CPAR2_407130,XP_036668072
CPAR2_407140,XP_036668073
CPAR2_407150,XP_036668074
CPAR2_407160,XP_036668075
CPAR2_407170,XP_036668076
CPAR2_407180,XP_036668077
CPAR2_407190,XP_036668078
CPAR2_407200,XP_036668079
CPAR2_407210,XP_036668080
CPAR2_407220,XP_036668081
CPAR2_407230,XP_036668082
CPAR2_407240,XP_036668083
CPAR2_407250,XP_036668084
CPAR2_407260,XP_036668085
CPAR2_407270,XP_036668086
CPAR2_407280,XP_036668087
CPAR2_407290,XP_036668088
CPAR2_407300,XP_036668089
CPAR2_407310,XP_036668090
CPAR2_407320,XP_036668091
CPAR2_407330,XP_036668092
CPAR2_407340,XP_036668093
CPAR2_407350,XP_036668094
CPAR2_407360,XP_036668095
CPAR2_407370,XP_036668096
CPAR2_407380,XP_036668097
CPAR2_407390,XP_036668098
CPAR2_407400,XP_036668099
CPAR2_407410,XP_036668100
CPAR2_407420,XP_036668101
CPAR2_407430,XP_036668102
CPAR2_407440,XP_036668103
CPAR2_407450,XP_036668104
CPAR2_407460,XP_036668105
CPAR2_407470,XP_036668106
CPAR2_407480,XP_036668107
CPAR2_407490,XP_036668108
CPAR2_407500,XP_036668109
CPAR2_407520,XP_036668110
CPAR2_407530,XP_036668111
CPAR2_407540,XP_036668112
CPAR2_407550,XP_036668113
CPAR2_407560,XP_036668114
CPAR2_407570,XP_036668115
CPAR2_407590,XP_036668116
CPAR2_407600,XP_036668117
CPAR2_407610,XP_036668118
CPAR2_407620,XP_036668119
CPAR2_407630,XP_036668120
CPAR2_407640,XP_036668121
CPAR2_407650,XP_036668122
CPAR2_407660,XP_036668123
CPAR2_407670,XP_036668124
CPAR2_407680,XP_036668125
CPAR2_407690,XP_036668126
CPAR2_407700,XP_036668127
CPAR2_407710,XP_036668128
CPAR2_407720,XP_036668129
CPAR2_407730,XP_036668130
CPAR2_407740,XP_036668131
CPAR2_407750,XP_036668132
CPAR2_407760,XP_036668133
CPAR2_407770,XP_036668134
CPAR2_407780,XP_036668135
CPAR2_407790,XP_036668136
CPAR2_407800,XP_036668137
CPAR2_407810,XP_036668138
CPAR2_407820,XP_036668139
CPAR2_407830,XP_036668140
CPAR2_407840,XP_036668141
CPAR2_407850,XP_036668142
CPAR2_407860,XP_036668143
CPAR2_407870,XP_036668144
CPAR2_407880,XP_036668145
CPAR2_407890,XP_036668146
CPAR2_407900,XP_036668147
CPAR2_407910,XP_036668148
CPAR2_407920,XP_036668149
CPAR2_407930,XP_036668150
CPAR2_407940,XP_036668151
CPAR2_407950,XP_036668152
CPAR2_407960,XP_036668153
CPAR2_407970,XP_036668154
CPAR2_407980,XP_036668155
CPAR2_407990,XP_036668156
CPAR2_500010,XP_036666940
CPAR2_500020,XP_036666941
CPAR2_500030,XP_036666942
CPAR2_500040,XP_036666943
CPAR2_500050,XP_036666944
CPAR2_500060,XP_036666945
CPAR2_500070,XP_036666946
CPAR2_500080,XP_036666947
CPAR2_500090,XP_036666948
CPAR2_500100,XP_036666949
CPAR2_500110,XP_036666950
CPAR2_500120,XP_036666951
CPAR2_500130,XP_036666952
CPAR2_500140,XP_036666953
CPAR2_500150,XP_036666954
CPAR2_500160,XP_036666955
CPAR2_500170,XP_036666956
CPAR2_500180,XP_036666957
CPAR2_500190,XP_036666958
CPAR2_500200,XP_036666959
CPAR2_500210,XP_036666960
CPAR2_500220,XP_036666961
CPAR2_500230,XP_036666962
CPAR2_500240,XP_036666963
CPAR2_500250,XP_036666964
CPAR2_500260,XP_036666965
CPAR2_500270,XP_036666966
CPAR2_500280,XP_036666967
CPAR2_500290,XP_036666968
CPAR2_500300,XP_036666969
CPAR2_500310,XP_036666970
CPAR2_500320,XP_036666971
CPAR2_500330,XP_036666972
CPAR2_500340,XP_036666973
CPAR2_500350,XP_036666974
CPAR2_500360,XP_036666975
CPAR2_500370,XP_036666976
CPAR2_500380,XP_036666977
CPAR2_500390,XP_036666978
CPAR2_500400,XP_036666979
CPAR2_500410,XP_036666980
CPAR2_500420,XP_036666981
CPAR2_500430,XP_036666982
CPAR2_500440,XP_036666983
CPAR2_500450,XP_036666984
CPAR2_500460,XP_036666985
CPAR2_500470,XP_036666986
CPAR2_500480,XP_036666987
CPAR2_500490,XP_036666988
CPAR2_500500,XP_036666989
CPAR2_500510,XP_036666990
CPAR2_500520,XP_036666991
CPAR2_500530,XP_036666992
CPAR2_500540,XP_036666993
CPAR2_500550,XP_036666994
CPAR2_500560,XP_036666995
CPAR2_500570,XP_036666996
CPAR2_500580,XP_036666997
CPAR2_500590,XP_036666998
CPAR2_500600,XP_036666999
CPAR2_500610,XP_036667000
CPAR2_500620,XP_036667001
CPAR2_500630,XP_036667002
CPAR2_500640,XP_036667003
CPAR2_500650,XP_036667004
CPAR2_500660,XP_036667005
CPAR2_500670,XP_036667006
CPAR2_500680,XP_036667007
CPAR2_500690,XP_036667008
CPAR2_500700,XP_036667009
CPAR2_500710,XP_036667010
CPAR2_500720,XP_036667011
CPAR2_500730,XP_036667012
CPAR2_500740,XP_036667013
CPAR2_500750,XP_036667014
CPAR2_500760,XP_036667015
CPAR2_500770,XP_036667016
CPAR2_500780,XP_036667017
CPAR2_500790,XP_036667018
CPAR2_500800,XP_036667019
CPAR2_500810,XP_036667020
CPAR2_500820,XP_036667021
CPAR2_500830,XP_036667022
CPAR2_500840,XP_036667023
CPAR2_500850,XP_036667024
CPAR2_500860,XP_036667025
CPAR2_500870,XP_036667026
CPAR2_500880,XP_036667027
CPAR2_500890,XP_036667028
CPAR2_500900,XP_036667029
CPAR2_500910,XP_036667030
CPAR2_500920,XP_036667031
CPAR2_500930,XP_036667032
CPAR2_500940,XP_036667033
CPAR2_500950,XP_036667034
CPAR2_500960,XP_036667035
CPAR2_500970,XP_036667036
CPAR2_500980,XP_036667037
CPAR2_500990,XP_036667038
CPAR2_501000,XP_036667039
CPAR2_501010,XP_036667040
CPAR2_501020,XP_036667041
CPAR2_501030,XP_036667042
CPAR2_501040,XP_036667043
CPAR2_501050,XP_036667044
CPAR2_501060,XP_036667045
CPAR2_501070,XP_036667046
CPAR2_501080,XP_036667047
CPAR2_501090,XP_036667048
CPAR2_501100,XP_036667049
CPAR2_501110,XP_036667050
CPAR2_501120,XP_036667051
CPAR2_501130,XP_036667052
CPAR2_501140,XP_036667053
CPAR2_501150,XP_036667054
CPAR2_501160,XP_036667055
CPAR2_501170,XP_036667056
CPAR2_501180,XP_036667057
CPAR2_501190,XP_036667058
CPAR2_501200,XP_036667059
CPAR2_501210,XP_036667060
CPAR2_501220,XP_036667061
CPAR2_501230,XP_036667062
CPAR2_501240,XP_036667063
CPAR2_501250,XP_036667064
CPAR2_501260,XP_036667065
CPAR2_501270,XP_036667066
CPAR2_501280,XP_036667067
CPAR2_501290,XP_036667068
CPAR2_501300,XP_036667069
CPAR2_501310,XP_036667070
CPAR2_501320,XP_036667071
CPAR2_501330,XP_036667072
CPAR2_501340,XP_036667073
CPAR2_501350,XP_036667074
CPAR2_501370,XP_036667075
CPAR2_501380,XP_036667076
CPAR2_501390,XP_036667077
CPAR2_501400,XP_036667078
CPAR2_501410,XP_036667079
CPAR2_501415,XP_036667080
CPAR2_501420,XP_036667081
CPAR2_501430,XP_036667082
CPAR2_501440,XP_036667083
CPAR2_501450,XP_036667084
CPAR2_501460,XP_036667085
CPAR2_501470,XP_036667086
CPAR2_501480,XP_036667087
CPAR2_501490,XP_036667088
CPAR2_501500,XP_036667089
CPAR2_501510,XP_036667090
CPAR2_501520,XP_036667091
CPAR2_501530,XP_036667092
CPAR2_501540,XP_036667093
CPAR2_501550,XP_036667094
CPAR2_501560,XP_036667095
CPAR2_501570,XP_036667096
CPAR2_501580,XP_036667097
CPAR2_501590,XP_036667098
CPAR2_501600,XP_036667099
CPAR2_501610,XP_036667100
CPAR2_501620,XP_036667101
CPAR2_501630,XP_036667102
CPAR2_501640,XP_036667103
CPAR2_501650,XP_036667104
CPAR2_501660,XP_036667105
CPAR2_501670,XP_036667106
CPAR2_501680,XP_036667107
CPAR2_501690,XP_036667108
CPAR2_501700,XP_036667109
CPAR2_501710,XP_036667110
CPAR2_501720,XP_036667111
CPAR2_501730,XP_036667112
CPAR2_501740,XP_036667113
CPAR2_501750,XP_036667114
CPAR2_501760,XP_036667115
CPAR2_501770,XP_036667116
CPAR2_501780,XP_036667117
CPAR2_501800,XP_036667118
CPAR2_501810,XP_036667119
CPAR2_501820,XP_036667120
CPAR2_501830,XP_036667121
CPAR2_501840,XP_036667122
CPAR2_501845,XP_036667123
CPAR2_501850,XP_036667124
CPAR2_501860,XP_036667125
CPAR2_501870,XP_036667126
CPAR2_501880,XP_036667127
CPAR2_501890,XP_036667128
CPAR2_501900,XP_036667129
CPAR2_501910,XP_036667130
CPAR2_501920,XP_036667131
CPAR2_501930,XP_036667132
CPAR2_501940,XP_036667133
CPAR2_501950,XP_036667134
CPAR2_501960,XP_036667135
CPAR2_501970,XP_036667136
CPAR2_501980,XP_036667137
CPAR2_501990,XP_036667138
CPAR2_502000,XP_036667139
CPAR2_502010,XP_036667140
CPAR2_502020,XP_036667141
CPAR2_502030,XP_036667142
CPAR2_502040,XP_036667143
CPAR2_502050,XP_036667144
CPAR2_502060,XP_036667145
CPAR2_502070,XP_036667146
CPAR2_502080,XP_036667147
CPAR2_502090,XP_036667148
CPAR2_502100,XP_036667149
CPAR2_502110,XP_036667150
CPAR2_502120,XP_036667151
CPAR2_502130,XP_036667152
CPAR2_502140,XP_036667153
CPAR2_502150,XP_036667154
CPAR2_502160,XP_036667155
CPAR2_502170,XP_036667156
CPAR2_502180,XP_036667157
CPAR2_502190,XP_036667158
CPAR2_502200,XP_036667159
CPAR2_502210,XP_036667160
CPAR2_502220,XP_036667161
CPAR2_502230,XP_036667162
CPAR2_502240,XP_036667163
CPAR2_502250,XP_036667164
CPAR2_502260,XP_036667165
CPAR2_502270,XP_036667166
CPAR2_502280,XP_036667167
CPAR2_502290,XP_036667168
CPAR2_502300,XP_036667169
CPAR2_502310,XP_036667170
CPAR2_502320,XP_036667171
CPAR2_502330,XP_036667172
CPAR2_502340,XP_036667173
CPAR2_502350,XP_036667174
CPAR2_502360,XP_036667175
CPAR2_502370,XP_036667176
CPAR2_502380,XP_036667177
CPAR2_502390,XP_036667178
CPAR2_502400,XP_036667179
CPAR2_502410,XP_036667180
CPAR2_502420,XP_036667181
CPAR2_502430,XP_036667182
CPAR2_502440,XP_036667183
CPAR2_502450,XP_036667184
CPAR2_502460,XP_036667185
CPAR2_502470,XP_036667186
CPAR2_502480,XP_036667187
CPAR2_502490,XP_036667188
CPAR2_502500,XP_036667189
CPAR2_502510,XP_036667190
CPAR2_502520,XP_036667191
CPAR2_502530,XP_036667192
CPAR2_502540,XP_036667193
CPAR2_502550,XP_036667194
CPAR2_502560,XP_036667195
CPAR2_502570,XP_036667196
CPAR2_502580,XP_036667197
CPAR2_502590,XP_036667198
CPAR2_502600,XP_036667199
CPAR2_502610,XP_036667200
CPAR2_502620,XP_036667201
CPAR2_502630,XP_036667202
CPAR2_502640,XP_036667203
CPAR2_502650,XP_036667204
CPAR2_502660,XP_036667205
CPAR2_502670,XP_036667206
CPAR2_502680,XP_036667207
CPAR2_502690,XP_036667208
CPAR2_502700,XP_036667209
CPAR2_502710,XP_036667210
CPAR2_502720,XP_036667211
CPAR2_502730,XP_036667212
CPAR2_502740,XP_036667213
CPAR2_502750,XP_036667214
CPAR2_502760,XP_036667215
CPAR2_502770,XP_036667216
CPAR2_502780,XP_036667217
CPAR2_502790,XP_036667218
CPAR2_502800,XP_036667219
CPAR2_502810,XP_036667220
CPAR2_502820,XP_036667221
CPAR2_502830,XP_036667222
CPAR2_502840,XP_036667223
CPAR2_502850,XP_036667224
CPAR2_502860,XP_036667225
CPAR2_502870,XP_036667226
CPAR2_502880,XP_036667227
CPAR2_502890,XP_036667228
CPAR2_502900,XP_036667229
CPAR2_502910,XP_036667230
CPAR2_502920,XP_036667231
CPAR2_502930,XP_036667232
CPAR2_502940,XP_036667233
CPAR2_502950,XP_036667234
CPAR2_502960,XP_036667235
CPAR2_502970,XP_036667236
CPAR2_502980,XP_036667237
CPAR2_502990,XP_036667238
CPAR2_503000,XP_036667239
CPAR2_503010,XP_036667240
CPAR2_503020,XP_036667241
CPAR2_503030,XP_036667242
CPAR2_503040,XP_036667243
CPAR2_503050,XP_036667244
CPAR2_503070,XP_036667245
CPAR2_503080,XP_036667246
CPAR2_503090,XP_036667247
CPAR2_503100,XP_036667248
CPAR2_503110,XP_036667249
CPAR2_503120,XP_036667250
CPAR2_503130,XP_036667251
CPAR2_503140,XP_036667252
CPAR2_503150,XP_036667253
CPAR2_503160,XP_036667254
CPAR2_503170,XP_036667255
CPAR2_503180,XP_036667256
CPAR2_503190,XP_036667257
CPAR2_503200,XP_036667258
CPAR2_503210,XP_036667259
CPAR2_503220,XP_036667260
CPAR2_503230,XP_036667261
CPAR2_503240,XP_036667262
CPAR2_503250,XP_036667263
CPAR2_503260,XP_036667264
CPAR2_503270,XP_036667265
CPAR2_503280,XP_036667266
CPAR2_503290,XP_036667267
CPAR2_503300,XP_036667268
CPAR2_503310,XP_036667269
CPAR2_503320,XP_036667270
CPAR2_503330,XP_036667271
CPAR2_503340,XP_036667272
CPAR2_503350,XP_036667273
CPAR2_503360,XP_036667274
CPAR2_503370,XP_036667275
CPAR2_503380,XP_036667276
CPAR2_503390,XP_036667277
CPAR2_503400,XP_036667278
CPAR2_503410,XP_036667279
CPAR2_503420,XP_036667280
CPAR2_503430,XP_036667281
CPAR2_503440,XP_036667282
CPAR2_503450,XP_036667283
CPAR2_503460,XP_036667284
CPAR2_503470,XP_036667285
CPAR2_503480,XP_036667286
CPAR2_503490,XP_036667287
CPAR2_503495,XP_036667288
CPAR2_503500,XP_036667289
CPAR2_503510,XP_036667290
CPAR2_503520,XP_036667291
CPAR2_503530,XP_036667292
CPAR2_503540,XP_036667293
CPAR2_503550,XP_036667294
CPAR2_503560,XP_036667295
CPAR2_503570,XP_036667296
CPAR2_503580,XP_036667297
CPAR2_503590,XP_036667298
CPAR2_503600,XP_036667299
CPAR2_503610,XP_036667300
CPAR2_503620,XP_036667301
CPAR2_503630,XP_036667302
CPAR2_503640,XP_036667303
CPAR2_503650,XP_036667304
CPAR2_503660,XP_036667305
CPAR2_503670,XP_036667306
CPAR2_503680,XP_036667307
CPAR2_503690,XP_036667308
CPAR2_503700,XP_036667309
CPAR2_503710,XP_036667310
CPAR2_503720,XP_036667311
CPAR2_503730,XP_036667312
CPAR2_503740,XP_036667313
CPAR2_503750,XP_036667314
CPAR2_503760,XP_036667315
CPAR2_503770,XP_036667316
CPAR2_503780,XP_036667317
CPAR2_503790,XP_036667318
CPAR2_503800,XP_036667319
CPAR2_503810,XP_036667320
CPAR2_503820,XP_036667321
CPAR2_503830,XP_036667322
CPAR2_503840,XP_036667323
CPAR2_503850,XP_036667324
CPAR2_503860,XP_036667325
CPAR2_503870,XP_036667326
CPAR2_503880,XP_036667327
CPAR2_503890,XP_036667328
CPAR2_503900,XP_036667329
CPAR2_503910,XP_036667330
CPAR2_503920,XP_036667331
CPAR2_503930,XP_036667332
CPAR2_503940,XP_036667333
CPAR2_503950,XP_036667334
CPAR2_503960,XP_036667335
CPAR2_503970,XP_036667336
CPAR2_503980,XP_036667337
CPAR2_503990,XP_036667338
CPAR2_504000,XP_036667339
CPAR2_504010,XP_036667340
CPAR2_504020,XP_036667341
CPAR2_504030,XP_036667342
CPAR2_504040,XP_036667343
CPAR2_504050,XP_036667344
CPAR2_504060,XP_036667345
CPAR2_504070,XP_036667346
CPAR2_504080,XP_036667347
CPAR2_504090,XP_036667348
CPAR2_504100,XP_036667349
CPAR2_504110,XP_036667350
CPAR2_504120,XP_036667351
CPAR2_504130,XP_036667352
CPAR2_504140,XP_036667353
CPAR2_504150,XP_036667354
CPAR2_504160,XP_036667355
CPAR2_504170,XP_036667356
CPAR2_504180,XP_036667357
CPAR2_504190,XP_036667358
CPAR2_504200,XP_036667359
CPAR2_504210,XP_036667360
CPAR2_504220,XP_036667361
CPAR2_200010,XP_036665530
CPAR2_200020,XP_036665531
CPAR2_200030,XP_036665532
CPAR2_200040,XP_036665533
CPAR2_200050,XP_036665534
CPAR2_200060,XP_036665535
CPAR2_200070,XP_036665536
CPAR2_200080,XP_036665537
CPAR2_200090,XP_036665538
CPAR2_200100,XP_036665539
CPAR2_200110,XP_036665540
CPAR2_200120,XP_036665541
CPAR2_200130,XP_036665542
CPAR2_200140,XP_036665543
CPAR2_200150,XP_036665544
CPAR2_200160,XP_036665545
CPAR2_200170,XP_036665546
CPAR2_200180,XP_036665547
CPAR2_200190,XP_036665548
CPAR2_200200,XP_036665549
CPAR2_200210,XP_036665550
CPAR2_200220,XP_036665551
CPAR2_200230,XP_036665552
CPAR2_200240,XP_036665553
CPAR2_200250,XP_036665554
CPAR2_200260,XP_036665555
CPAR2_200270,XP_036665556
CPAR2_200280,XP_036665557
CPAR2_200290,XP_036665558
CPAR2_200300,XP_036665559
CPAR2_200310,XP_036665560
CPAR2_200320,XP_036665561
CPAR2_200330,XP_036665562
CPAR2_200340,XP_036665563
CPAR2_200350,XP_036665564
CPAR2_200360,XP_036665565
CPAR2_200370,XP_036665566
CPAR2_200380,XP_036665567
CPAR2_200390,XP_036665568
CPAR2_200400,XP_036665569
CPAR2_200410,XP_036665570
CPAR2_200420,XP_036665571
CPAR2_200430,XP_036665572
CPAR2_200440,XP_036665573
CPAR2_200450,XP_036665574
CPAR2_200460,XP_036665575
CPAR2_200470,XP_036665576
CPAR2_200480,XP_036665577
CPAR2_200490,XP_036665578
CPAR2_200500,XP_036665579
CPAR2_200520,XP_036665580
CPAR2_200530,XP_036665581
CPAR2_200540,XP_036665582
CPAR2_200550,XP_036665583
CPAR2_200560,XP_036665584
CPAR2_200570,XP_036665585
CPAR2_200580,XP_036665586
CPAR2_200590,XP_036665587
CPAR2_200600,XP_036665588
CPAR2_200610,XP_036665589
CPAR2_200620,XP_036665590
CPAR2_200630,XP_036665591
CPAR2_200640,XP_036665592
CPAR2_200650,XP_036665593
CPAR2_200660,XP_036665594
CPAR2_200670,XP_036665595
CPAR2_200680,XP_036665596
CPAR2_200690,XP_036665597
CPAR2_200700,XP_036665598
CPAR2_200710,XP_036665599
CPAR2_200720,XP_036665600
CPAR2_200730,XP_036665601
CPAR2_200740,XP_036665602
CPAR2_200750,XP_036665603
CPAR2_200760,XP_036665604
CPAR2_200770,XP_036665605
CPAR2_200780,XP_036665606
CPAR2_200790,XP_036665607
CPAR2_200800,XP_036665608
CPAR2_200810,XP_036665609
CPAR2_200820,XP_036665610
CPAR2_200830,XP_036665611
CPAR2_200840,XP_036665612
CPAR2_200850,XP_036665613
CPAR2_200860,XP_036665614
CPAR2_200870,XP_036665615
CPAR2_200880,XP_036665616
CPAR2_200890,XP_036665617
CPAR2_200900,XP_036665618
CPAR2_200910,XP_036665619
CPAR2_200920,XP_036665620
CPAR2_200930,XP_036665621
CPAR2_200940,XP_036665622
CPAR2_200950,XP_036665623
CPAR2_200960,XP_036665624
CPAR2_200970,XP_036665625
CPAR2_200980,XP_036665626
CPAR2_200990,XP_036665627
CPAR2_201000,XP_036665628
CPAR2_201010,XP_036665629
CPAR2_201020,XP_036665630
CPAR2_201030,XP_036665631
